dataset,site,image,url,substrate,partition,longitude,latitude
German_Bank_2010,LP05,LP05_261103634,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103634.JPG,[3],train,-66.23942975,43.5548291
German_Bank_2010,LP05,LP05_261103649,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103649.JPG,[3],train,-66.23964372,43.55484593
German_Bank_2010,LP05,LP05_261103705,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103705.JPG,[3],train,-66.23988774,43.55486543
German_Bank_2010,LP05,LP05_261103721,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103721.JPG,[3],train,-66.24012589,43.5548851
German_Bank_2010,LP05,LP05_261103737,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103737.JPG,[3],train,-66.24036101,43.55490354
German_Bank_2010,LP05,LP05_261103753,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103753.JPG,[2],train,-66.24058549,43.55492092
German_Bank_2010,LP05,LP05_261103809,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103809.JPG,[3],train,-66.24083992,43.55494135
German_Bank_2010,LP05,LP05_261103825,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103825.JPG,[3],train,-66.241072,43.55496176
German_Bank_2010,LP05,LP05_261103841,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103841.JPG,[3],train,-66.24131061,43.55498277
German_Bank_2010,LP05,LP05_261103856,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103856.JPG,[3],train,-66.24154386,43.55500356
German_Bank_2010,LP05,LP05_261103912,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103912.JPG,[3],train,-66.24177483,43.55502406
German_Bank_2010,LP05,LP05_261103928,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103928.JPG,[2],train,-66.24200836,43.55504545
German_Bank_2010,LP05,LP05_261103944,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261103944.JPG,[2],train,-66.24223997,43.55506676
German_Bank_2010,LP05,LP05_261104000,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104000.JPG,[2],train,-66.24248426,43.55508976
German_Bank_2010,LP05,LP05_261104016,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104016.JPG,[2],train,-66.24272312,43.5551124
German_Bank_2010,LP05,LP05_261104032,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104032.JPG,[3],train,-66.24296093,43.55513375
German_Bank_2010,LP05,LP05_261104048,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104048.JPG,[3],train,-66.24316777,43.55514813
German_Bank_2010,LP05,LP05_261104103,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104103.JPG,[3],train,-66.24336851,43.5551561
German_Bank_2010,LP05,LP05_261104119,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104119.JPG,[3],train,-66.24355528,43.55515743
German_Bank_2010,LP05,LP05_261104135,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104135.JPG,[3],train,-66.24375006,43.55515426
German_Bank_2010,LP05,LP05_261104151,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104151.JPG,[3],train,-66.24397075,43.55514604
German_Bank_2010,LP05,LP05_261104207,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104207.JPG,[3],train,-66.24417444,43.55513547
German_Bank_2010,LP05,LP05_261104223,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104223.JPG,[3],train,-66.24435594,43.55512222
German_Bank_2010,LP05,LP05_261104238,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104238.JPG,[3],train,-66.2445199,43.55510419
German_Bank_2010,LP05,LP05_261104254,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104254.JPG,[3],train,-66.24470925,43.55506702
German_Bank_2010,LP05,LP05_261104310,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104310.JPG,[3],train,-66.2449538,43.55498962
German_Bank_2010,LP05,LP05_261104326,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104326.JPG,[3],train,-66.24517373,43.55488675
German_Bank_2010,LP05,LP05_261104342,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104342.JPG,[3],train,-66.24536112,43.55477007
German_Bank_2010,LP05,LP05_261104358,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104358.JPG,[3],train,-66.24552756,43.55464981
German_Bank_2010,LP05,LP05_261104414,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104414.JPG,[3],train,-66.24565385,43.55455515
German_Bank_2010,LP05,LP05_261104430,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104430.JPG,[3],train,-66.24578839,43.55445455
German_Bank_2010,LP05,LP05_261104445,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104445.JPG,[3],train,-66.24589256,43.55437725
German_Bank_2010,LP05,LP05_261104501,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104501.JPG,[3],train,-66.24604378,43.55426133
German_Bank_2010,LP05,LP05_261104517,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104517.JPG,[3],train,-66.24623352,43.55409795
German_Bank_2010,LP05,LP05_261104524,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104524.JPG,[3],train,-66.24631613,43.55401988
German_Bank_2010,LP05,LP05_261104532,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP05/LP05_261104532.JPG,[3],train,-66.24640789,43.55392823
German_Bank_2010,LP06,LP06_261111512,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111512.JPG,[3],train,-66.27003998,43.52179593
German_Bank_2010,LP06,LP06_261111528,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111528.JPG,[3],train,-66.26979588,43.5216511
German_Bank_2010,LP06,LP06_261111544,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111544.JPG,[3],train,-66.26953624,43.52149403
German_Bank_2010,LP06,LP06_261111600,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111600.JPG,[3],train,-66.26932179,43.52136141
German_Bank_2010,LP06,LP06_261111616,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111616.JPG,[3],train,-66.26916289,43.52126385
German_Bank_2010,LP06,LP06_261111632,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111632.JPG,[3],train,-66.26899674,43.52116277
German_Bank_2010,LP06,LP06_261111648,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111648.JPG,[3],train,-66.26880897,43.52105039
German_Bank_2010,LP06,LP06_261111704,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111704.JPG,[3],train,-66.2687008,43.52098706
German_Bank_2010,LP06,LP06_261111719,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111719.JPG,[3],train,-66.2686227,43.52094276
German_Bank_2010,LP06,LP06_261111735,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111735.JPG,[3],train,-66.26852531,43.52088831
German_Bank_2010,LP06,LP06_261111751,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111751.JPG,[3],train,-66.26839945,43.52081916
German_Bank_2010,LP06,LP06_261111807,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111807.JPG,[3],train,-66.26827114,43.52075011
German_Bank_2010,LP06,LP06_261111823,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111823.JPG,[3],train,-66.26808813,43.5206525
German_Bank_2010,LP06,LP06_261111839,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111839.JPG,[3],train,-66.2679061,43.5205553
German_Bank_2010,LP06,LP06_261111855,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111855.JPG,[3],train,-66.26771749,43.5204526
German_Bank_2010,LP06,LP06_261111911,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111911.JPG,[3],train,-66.26752762,43.52034841
German_Bank_2010,LP06,LP06_261111926,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111926.JPG,[3],train,-66.26735064,43.52025128
German_Bank_2010,LP06,LP06_261111942,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111942.JPG,[3],train,-66.2671786,43.52015652
German_Bank_2010,LP06,LP06_261111958,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261111958.JPG,[3],train,-66.26699607,43.52005608
German_Bank_2010,LP06,LP06_261112014,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112014.JPG,[3],train,-66.26678549,43.51993886
German_Bank_2010,LP06,LP06_261112030,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112030.JPG,[3],train,-66.26657605,43.51982094
German_Bank_2010,LP06,LP06_261112046,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112046.JPG,[3],train,-66.26640308,43.5197229
German_Bank_2010,LP06,LP06_261112102,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112102.JPG,[3],train,-66.26621005,43.51961362
German_Bank_2010,LP06,LP06_261112118,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112118.JPG,[3],train,-66.2660134,43.51950181
German_Bank_2010,LP06,LP06_261112133,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112133.JPG,[3],train,-66.26582557,43.51939336
German_Bank_2010,LP06,LP06_261112149,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112149.JPG,[3],train,-66.26562145,43.51927372
German_Bank_2010,LP06,LP06_261112205,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112205.JPG,[3],train,-66.2654274,43.51915946
German_Bank_2010,LP06,LP06_261112221,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112221.JPG,[3],train,-66.265239,43.519049
German_Bank_2010,LP06,LP06_261112237,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112237.JPG,[3],train,-66.26503721,43.51892985
German_Bank_2010,LP06,LP06_261112253,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112253.JPG,[3],train,-66.26486256,43.51882613
German_Bank_2010,LP06,LP06_261112309,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112309.JPG,[3],train,-66.26467608,43.51871892
German_Bank_2010,LP06,LP06_261112324,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112324.JPG,[3],train,-66.26448825,43.51861663
German_Bank_2010,LP06,LP06_261112333,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112333.JPG,[3],train,-66.26438071,43.51856039
German_Bank_2010,LP06,LP06_261112340,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112340.JPG,[3],train,-66.26429489,43.51851622
German_Bank_2010,LP06,LP06_261112350,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112350.JPG,[3],train,-66.26416232,43.51844887
German_Bank_2010,LP06,LP06_261112356,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112356.JPG,[3],train,-66.26409166,43.51841344
German_Bank_2010,LP06,LP06_261112401,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112401.JPG,[3],train,-66.26401911,43.51837702
German_Bank_2010,LP06,LP06_261112412,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112412.JPG,[3],train,-66.26387345,43.51830483
German_Bank_2010,LP06,LP06_261112421,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112421.JPG,[3],train,-66.26376331,43.51825082
German_Bank_2010,LP06,LP06_261112428,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112428.JPG,[3],train,-66.26367826,43.51820972
German_Bank_2010,LP06,LP06_261112444,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112444.JPG,[3],train,-66.2634609,43.51810648
German_Bank_2010,LP06,LP06_261112453,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112453.JPG,[3],train,-66.26334449,43.51805254
German_Bank_2010,LP06,LP06_261112459,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112459.JPG,[3],train,-66.26327115,43.51801864
German_Bank_2010,LP06,LP06_261112503,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112503.JPG,[3],train,-66.26321973,43.51799489
German_Bank_2010,LP06,LP06_261112512,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112512.JPG,[3],train,-66.26308883,43.51793527
German_Bank_2010,LP06,LP06_261112516,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112516.JPG,[3],train,-66.26301947,43.51790396
German_Bank_2010,LP06,LP06_261112531,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112531.JPG,[3],train,-66.26275705,43.51778638
German_Bank_2010,LP06,LP06_261112547,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112547.JPG,[3],dropped,-66.26259491,43.51771501
German_Bank_2010,LP06,LP06_261112602,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112602.JPG,[3],dropped,-66.26241823,43.51763772
German_Bank_2010,LP06,LP06_261112618,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112618.JPG,[3],test,-66.26220649,43.51754478
German_Bank_2010,LP06,LP06_261112634,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112634.JPG,[3],test,-66.26198316,43.5174469
German_Bank_2010,LP06,LP06_261112650,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112650.JPG,[3],test,-66.26175911,43.51734998
German_Bank_2010,LP06,LP06_261112706,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112706.JPG,[3],test,-66.26152695,43.51724998
German_Bank_2010,LP06,LP06_261112722,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112722.JPG,[3],test,-66.26131477,43.51715685
German_Bank_2010,LP06,LP06_261112738,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112738.JPG,[3],test,-66.26112186,43.51706552
German_Bank_2010,LP06,LP06_261112752,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112752.JPG,[3],test,-66.2609674,43.51698138
German_Bank_2010,LP06,LP06_261112809,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112809.JPG,[3],test,-66.2607878,43.5168661
German_Bank_2010,LP06,LP06_261112818,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112818.JPG,[3],test,-66.26069579,43.51680222
German_Bank_2010,LP06,LP06_261112824,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112824.JPG,[3],test,-66.26064077,43.51676274
German_Bank_2010,LP06,LP06_261112830,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112830.JPG,[3],test,-66.26057951,43.516718
German_Bank_2010,LP06,LP06_261112838,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112838.JPG,[3],test,-66.26048685,43.51664889
German_Bank_2010,LP06,LP06_261112855,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP06/LP06_261112855.JPG,[3],test,-66.26031555,43.51651988
German_Bank_2010,LP12,LP12_261115835,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261115835.JPG,[3],train,-66.21697504,43.49277707
German_Bank_2010,LP12,LP12_261115851,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261115851.JPG,[3],train,-66.21677587,43.49273274
German_Bank_2010,LP12,LP12_261115907,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261115907.JPG,[3],train,-66.21658671,43.49269028
German_Bank_2010,LP12,LP12_261115923,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261115923.JPG,[3],train,-66.21637995,43.49264396
German_Bank_2010,LP12,LP12_261115939,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261115939.JPG,[3],train,-66.21616347,43.4925957
German_Bank_2010,LP12,LP12_261115954,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261115954.JPG,[3],train,-66.21594132,43.49254692
German_Bank_2010,LP12,LP12_261120010,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120010.JPG,[3],train,-66.21573672,43.49250296
German_Bank_2010,LP12,LP12_261120026,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120026.JPG,[3],train,-66.2155347,43.49245966
German_Bank_2010,LP12,LP12_261120042,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120042.JPG,[3],train,-66.21533898,43.49241649
German_Bank_2010,LP12,LP12_261120058,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120058.JPG,[3],dropped,-66.21512732,43.49236839
German_Bank_2010,LP12,LP12_261120114,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120114.JPG,[3],dropped,-66.21489524,43.49231582
German_Bank_2010,LP12,LP12_261120130,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120130.JPG,[3],test,-66.21469194,43.49227033
German_Bank_2010,LP12,LP12_261120145,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120145.JPG,[3],test,-66.21449541,43.49222629
German_Bank_2010,LP12,LP12_261120201,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120201.JPG,[3],test,-66.21429392,43.49218056
German_Bank_2010,LP12,LP12_261120217,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120217.JPG,[3],test,-66.21407284,43.492129
German_Bank_2010,LP12,LP12_261120232,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120232.JPG,[3],test,-66.21385865,43.49207881
German_Bank_2010,LP12,LP12_261120249,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120249.JPG,[3],test,-66.21363053,43.49202664
German_Bank_2010,LP12,LP12_261120304,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120304.JPG,[3],test,-66.21342215,43.49197967
German_Bank_2010,LP12,LP12_261120308,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120308.JPG,[3],test,-66.21336874,43.49196762
German_Bank_2010,LP12,LP12_261120320,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120320.JPG,[3],test,-66.21321369,43.49193251
German_Bank_2010,LP12,LP12_261120336,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120336.JPG,[3],test,-66.21296092,43.49187408
German_Bank_2010,LP12,LP12_261120343,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120343.JPG,[3],test,-66.21286917,43.49185239
German_Bank_2010,LP12,LP12_261120352,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120352.JPG,[3],test,-66.21275705,43.4918255
German_Bank_2010,LP12,LP12_261120408,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120408.JPG,[3],test,-66.21255624,43.49177738
German_Bank_2010,LP12,LP12_261120424,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120424.JPG,[3],test,-66.21233562,43.49172413
German_Bank_2010,LP12,LP12_261120440,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120440.JPG,[3],test,-66.21210852,43.49166912
German_Bank_2010,LP12,LP12_261120456,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120456.JPG,[3],test,-66.21188188,43.49161439
German_Bank_2010,LP12,LP12_261120502,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120502.JPG,[3],test,-66.21179526,43.49159332
German_Bank_2010,LP12,LP12_261120507,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120507.JPG,[3],test,-66.21173093,43.49157759
German_Bank_2010,LP12,LP12_261120512,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120512.JPG,[3],test,-66.21164629,43.49155719
German_Bank_2010,LP12,LP12_261120528,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120528.JPG,[3],test,-66.21143022,43.49150478
German_Bank_2010,LP12,LP12_261120542,https://www.frdr-dfdr.ca/repo/files/9/published/publication_961/submitted_data/01_Data/images/German_Bank_2010/LP12/LP12_261120542.JPG,[3],test,-66.21123008,43.49145579
